YML110C	0.32	0.32	0.11	-0.52	-1.32	-0.85	-0.36	-0.36	0.11	0.88	0.68	0.32	0.09	0.02		0.25	0.31
YLR273C	0.78	0.45	0.26	-0.22	-0.38	-0.32	-0.55	-0.24	0.63	1.12	0.9	-0.01	-0.24	-1.5	-0.4	-0.52	0.24
YCR005C	0.43	-0.38	-1.12	-0.92	-1.15	-1.19	-0.49	0.62	0.84	0.64	0.67	1.01	0.95		0.38	-0.21	-0.08
YCL040W	1.03	-0.4	-1.25	-0.8	-0.42	-0.94	-1.11	-0.49	-0.19	0.73	1.05	0.78	0.27		0.36	0.28	1.1
YMR256C	-0.17	-0.51	-0.7	-0.47	-0.07	-0.19	-0.12	-0.17	0.2	0.61	0.45	-0.07	0		0.3	0.24	0.66
YIL009W	-0.02	0.5	-0.25	-0.85	-0.93	-0.62	-1.02	-0.98	0.28	0.96	1	0.75	0.38	0.05		0.01	0.76
YLL040C	0.28	0.45	-1.18	-0.85	-0.33	0.03	-0.09	-0.27	0.24	0.81	0.5	0.31	0.35	-0.23	-0.01		
YNR016C	-0.26	0.24	0.61	0.34	0.57	-0.09	-0.13	-0.34	-0.46	0.41	0.19		-0.42	-0.17	-0.29	-0.05	-0.14
YBR067C	1.48	1.43	0.98	0.49	-0.13	-0.55	-0.63	-0.21	-0.07	0.01	-0.41	-0.76	-1.03		-0.63	-0.42	0.44
YPL058C		-2.62	-2.18	-1.57	-1.31	-0.45	0.27	1.2	1.55	0.98	0.79	0.24	0.8	0.45		0.59	1.26
YGL055W	0.27	0.71	1.37	1.19	0.79	-0.15	-0.77	-1.15	-0.97	0.11	-0.05	-0.53	-0.66		-0.18	-0.24	0.25
YBR083W	-0.93	-0.93	-0.6	-0.62	-0.4	-0.32	-0.63	-0.65	0.07	1.52	1.07	0.37	0.07		0.18	0.72	1.08
YBR054W	1.13	0.62	-0.07	-1.29	-1.89	-2.56	-1.01	0.69	1.03	1.72	1.12	0.44	-0.1	-0.93		0.21	0.9
YKL116C	-0.31	-0.12	-0.15	-0.53	-0.15	-0.44	-0.85	-0.33	0.55	1.25	0.67	0.56	0.17	-0.2	-0.14		
YPR002W	0.93	-0.28	-0.2	0.11	-0.33	-0.78	-0.85	0.17	0.92	1.23	0.73	0.48	0.33	-0.54	-0.39	-0.89	-0.63
YNR067C	-0.46	-1.19	-2.23	-1.76	-0.72	0.23	-0.63	-0.95	0.39	2.21	2.07	1.43	0.87	0.58	0.16		
YBR158W	-0.72	-0.22	-1.09	-0.95	-0.34	-0.13	0.03	-0.26	-0.01	1.28	1.12	0.6	0.04	0.07		0.01	0.57
YDL117W	-0.6	-0.14	-0.2	-0.64	-0.59	0.02	0.07	-0.4	0.31	1.01	0.74	0.19	0.01	-0.23		0.15	0.29
YGR035C	-0.85	-1.42	-1.6	-0.79	-0.09	0.12	0.58	1.07	1.37	0.88	0.37	-0.08	-0.09	0.07	0.46		
YHL026C	0.11	0.33	-0.36	-1.02	-0.38	-0.4	0.11	0.77	1.45	0.9	0.14	-0.36	-1.29	-0.55	-0.17	0.23	0.49
YMR007W	-0.26	0.33	-0.38	-0.13	0	-0.47	-0.39	0.19	0.51	1.15	0.29	-0.24	-0.58	-0.02		0.16	-0.16
YMR254C	-0.11	-0.53	-1.13	-0.65	-0.35	-0.87	0.27	0.53	1.33	0.65	0.13	-0.19	-0.25	0.2	0.06	0.27	0.67
YNL046W	-0.26	-0.75	-0.76	-0.44	-0.45	-0.2	-0.53	-0.72	-0.04	1.46	1.1	0.78	0.14	0.01		0.14	0.52
YOR264W	-0.57	-0.95	-1.83	-1.13	-0.36	0.08	-0.72	-0.99	0.5	2.23	1.65	0.93	0.44	0.23	-0.21	-0.23	0.94
YPL066W	-0.63	-0.88	0.06	-0.12	-0.36	0.02	-0.12	-0.08	0.05	0.77	0.85	0.41	0.2		-0.07	-0.35	0.24
YBR052C	0.81	-0.25	-0.86	-0.77	-0.57	-0.85	-0.74	-0.3	0.03	0.93	0.54	0.53	0.26	0.12		0.08	1.03
YPL158C	0.21	-0.34	-0.78	-0.49	-0.12	0.14	-0.63	-0.57	0.66	1.71	1.13	0.06	0.07	-0.36		-0.71	
YHR022C	1.08	0.09	-0.51	-0.87	-1.25	-0.87	-0.6	-0.32	0.17	0.77	0.53	0.37	0.56	0	-0.15	0.26	0.74
YPL004C	-0.04	-1.24	-1.53	-0.7	-0.38	-0.28	-0.43	-0.17	0.45	1.08	0.64	0.59	0.31	0.19		0.69	0.82
YBR157C	0.39	0.34	-0.45	-0.38	-0.55	-0.45	-1.22	0.02	0.89	1.08	0.89	0.31	0.22	-1.05	-0.55	-0.1	0.6
YNL078W	-0.27	-0.76	-1.4	-1.22	-0.69	-0.23	-0.28	-0.21	0.44	1.34	1.14	0.75	0.21	-0.1		0.44	0.83
YOR066W	0.05	0.49	-0.35	-1.06	-0.36	-0.55	-0.46	0.46	0.68	0.96	0.71	0.5	-0.27	-0.45	-0.35		
YMR031C	-0.24	0.07	-1.37	-1.88	-0.53	-0.49	0.48	0.5	1.53	1.29	0.35	0.28	0.13	-0.28	0.16		
YBR053C	1.22	0.43	-0.96	-1.32	-1.03	-1.01	-0.83	-0.05	0.31	0.87	0.86	0.74	0.54	0.01	0.22		
YDR511W	1	0.25	-0.37	-0.35	-0.64	-0.17	-1.08	-0.68	-0.07	0.75	0.47	0.25	-0.2	0.15		0.29	0.42
YLR254C	-0.02	0.3	-0.04	-0.02	-0.71	-0.76	-0.1	1.08	0.41	0.49	0.29	-0.48	-1	-0.41		0.43	0.54
YDR033W	-0.48	-0.86	-0.85	-0.96	-0.84	-0.75	0.25	0.02	-0.27	1.3	0.6	0.22		0.35	0.72	0.59	0.95
YKL163W	0.95	0.15	-0.54	-0.25	-1.09	-0.87	-0.63	-0.59	-0.29	0.72	0.75	0.35	0.37		0.24	0.18	0.55
YBR231C	0.28	-0.1	0.38	-0.21	-0.14	-0.44	-0.29	-0.11	0	0.57	0.32	0.19	-0.23	-0.1		-0.52	0.4
YDR368W	0.59	-0.01	-0.03	-0.27	-0.43	-0.52	-0.82	-0.38	0.11	0.22	0.49	0.72	0.21		-0.17	0.04	0.25
YLR050C	0.14	0.02	0.26	-0.03	-0.32	-0.33	-0.57	-0.27	-0.62	0.6	0.62	0.39		0.31	0.25	-0.14	-0.31
YLR049C	-1.16	-0.57	0.34	-0.35	-0.55	-0.31	-1.04	-1.14	0.08	1.61	1.45	1.02	0.58	0.26	-0.2		
YOR273C	0.16	-0.96	-1.36	-1.41	-0.76	-0.53	-0.18	0.57	1.02	1.17	0.22	0.17	-0.21	0.07		1.16	0.87
YLR015W	0.21	0.48	-0.18	-0.27	-0.38	-0.11	0	0.21	0.27	-0.28	-0.41	-0.05	0.06	0.06		0.21	0.16
YGR109C	-0.21	0.72	1.89	0.63	-0.87	-0.75	-0.49	-1.2	-0.95	0.96	1.14	0.56	-0.06	-0.03		-0.85	-0.49
YPR120C	-0.33	0.16	1.32	0.43	-0.1	-0.2	-0.59	-0.32	-0.63	0.78	0.91	-0.13	-0.12	-0.1		-0.6	-0.47
YDL127W		0.86	1.14	-0.11	-0.32	-0.26	-0.84	-1.11	-0.24	0.61	1.23	0.54	0.02		-0.66	-0.47	-0.41
YNL289W		0.83	1.67	1.49	0.19	-0.22	-0.62	-1.49	-1.81	0.12	1.05	0.83	0.27	-0.06		-1.08	-1.17
YPL256C		0.85	1.47	0.54	0.03	-0.15	-0.28	-0.5	-1.57	-0.18	0.52	0.86		-0.1	-0.39	-0.05	-1.05
YMR199W		0.21	0.57	0.53	0.14	0.16	-0.34	-0.66	-1.49	0.35	1.05	0.62		0.25	-0.23	-0.56	-0.59
YJL187C	-1.04	-0.28	1.22	1.05	0.56	0.05	-0.48	-0.74	-0.88	0.28	0.86	0.81	0.41	-0.05		-0.78	-0.99
YDL003W		0.23	1.45	0.84	0	-0.4	-0.77	-1.1	-1.47	0.67	1.27	0.96		0.05	-0.32	-0.86	-0.56
YMR076C	-1.08	-0.16	1.3	0.99	0.43	0.05	-0.34	-0.72	-1.24	0.72	0.92	0.8		0.06	-0.24	-0.66	-0.83
YKL042W	-1.31	-0.3	1	0.38	-0.13	-0.01	-0.7	-0.81	-0.81	0.53	1.1	0.69	0.33	0.27	-0.21		
YFL008W	-0.55	0.15	1.1	0.75	0.02	-0.56	-0.52	-0.68	-0.53	0.33	0.83	0.52	0.34		-0.26	-0.5	-0.45
YPL241C	-1.22	-0.64	1.08	0.84	0.09	-0.04	-0.19	-0.55	-0.5	0.32	0.99	0.43	0.43		0	-1.14	0.09
YMR078C	-0.52	0.28	0.99	0.69	0.02	-0.13	-0.42	-0.76	-0.57	0.37	0.66	0.76	0.33		-0.43	-0.57	-0.7
YLR212C	-1.3	-0.1	0.74	0.28	-0.23	-0.28	-0.47	-0.12	0.17	0.45	0.96	0.72	0.34	-0.23		-0.55	-0.36
YNL225C	-1.22	-0.11	0.29	0.04	-0.11	-0.31	-0.17	-0.43	-0.15	0.05	0.44	0.76	0.27	0.43	0.21		
YPL209C	-0.38	-0.11	1.21	1.04	0.46	0.41	-0.29	-0.75	-0.5	0.12	0.16	0.08	-0.03	0.26	-0.08	-0.88	-0.72
YJL074C	-0.68	0.02	1.16	0.6	-0.32	-0.03	-0.85	-0.85	-0.32	0.26	1.22	1.26	0.52	-0.14	-0.12	-1.12	-0.62
YNL233W	-0.24	0.41	1.19	0.45	-0.22	-0.27	-0.53	-0.54	-0.27	-0.08	0.66	0.57	-0.01	-0.33		-0.26	-0.53
YLR313C	-0.31	0.73	2.04	1.22	0.34	-0.27	-0.7	-1.7	-0.54	-0.33	1.04	0.7	0.79	-0.38	-1.11	-0.64	-0.88
YGR041W	-0.29	-0.06	0.65	-0.14	-0.38	-0.06	-0.55	-0.87	-0.48	0.43	1.01	0.92	0.67	0.17	-0.48	-0.55	-0.01
YGR152C	-0.45	0.3	1.12	0.77	-0.15	-0.34	-0.4	-0.8	-0.39	0.33	0.71	0.74	0.07		-0.26	-0.53	-0.72
YDR507C	-1.11	-0.29	0.93	0.46	0.42	0.14	-0.57	-0.74	-0.55	0.32	0.99	0.89	0.12		-0.26	-0.66	-0.08
YLR286C	-0.06	0.91	-0.37	-1.16	-1.01	-0.31	-0.41	-0.95	-1.41	1.01	1.67	1.03		0.76	0.52	-0.19	-0.06
YIL159W	-0.47	0.54	0.91	0.35	0.2	0.15	0.04	-0.07	0.11	0.05	0.51	0.12	-0.27	-0.33	-0.31	-0.91	-0.62
YGL027C	-0.3	-0.43	0.38	0.48	0.25	-0.13	-0.2	-0.24	-0.41	0.32	0.45	0.46	0.25		-0.18	-0.41	-0.28
YML102W	-0.4	0.29	1.47	0.79	-0.09	-0.48	-0.73	-0.79	-0.41	0.95	0.63	0.38	-0.24	0.1		-0.56	-0.89
YPR018W	0.63	0.87	2	1.05	-0.77	-0.46	-1.82	-1.86	-0.1	0.94	0.92	-0.01	0.17	-0.75	-0.82		
YBL035C	-0.52	0.75	1.63	0.29	-0.06	-0.36	-0.5	-0.9	-0.65	0.86	1.06	0.59	0.16		-0.54	-0.88	-0.94
YNL102W	-0.55	0.04	1.49	1.14	0.17	-0.31	-0.95	-1.48	-0.74	0.18	1.14	0.81	0.57	0.14		-1.11	-0.54
YBR278W	-0.2	0.14	0.73	0.3	-0.28	-0.12	-0.27	-0.22	-0.25	0.15	0.24	0.07	0		-0.06	-0.17	-0.08
YPR175W	-0.02	0.76	1.43	0.5	-0.2	-0.43	-0.35	-0.73	-0.51	0.8	0.89	-0.2	0.07		-0.6	-1.06	-0.36
YNL262W	-0.22	-0.27	0.49	0.4	0.03	-0.29	-0.42	-0.57	-0.23	0.74	0.75	0.41	0.33		-0.37	-0.52	-0.27
YBR088C	-0.5	0.11	1.16	0.72	0.3	-0.45	-0.68	-0.98	-1.04	0.83	1	0.88		-0.06	-0.14	-0.77	-0.39
YLR103C	-0.74	0.32	1.62	0.88	0.46	-0.15	-0.44	-1.19	-0.9	0.6	0.85	0.77	0.24		-0.44	-1	-0.87
YAR007C	-0.65	0.01	1.52	0.48	-0.34	-0.71	-0.58	-0.94	-0.6	0.78	0.97	0.88	0.61		-0.36	-0.71	-0.33
YNL312W	-0.27	0.12	1.2	0.84	0.33	-0.19	-0.68	-0.99	-0.64	0.41	0.8		0.3	0.05	-0.29	-0.42	-0.56
YJL173C	-0.64	-0.42	0.58	0.66	0.52	-0.02	-0.42	-0.68	-0.44	0.49	0.29	0.51		0.23	-0.12	-0.22	-0.32
YER070W		0.88	1.6	0.75	0.04	-0.47	-1.15	-1.6	-1.66	0.3	0.92	0.95	0.68	0.2		-0.74	-0.7
YOR074C	-0.49	0.51	1.41	1.23	0.28	-0.35	-1.16	-1.38	-1.16	-0.51	1.03	1.25	1.06	-0.38	-0.65	-0.24	-0.44
YDL164C	-0.64	0.08	1.27	0.57	-0.34	-0.48	-0.64	-0.97	-0.61	0.89	1.13	0.66	0.23		-0.32	-0.5	-0.33
YKL045W	-0.6	0.09	1.29	0.72	-0.23	0.09	-0.2	-0.57	-0.32	-0.14	0.07	0.43	0.23		-0.28	-0.27	-0.31
YLR032W	0.23	0.11	1.08	0.36	-0.07	-0.33	-0.39	-0.19	-0.57	0.52	0.83	0.28	-0.32		-0.25	-0.7	-0.6
YML060W	-0.36	0.41	1.48	0.92	0.48	0.14	-0.13	-0.43	-0.68	-0.12	0.72	0.53	0.25	-0.36		-1.34	-1.52
YDR097C	-0.62	-0.43	1.38	0.79	0.19	-0.28	-0.62	-0.93	-0.83	0.5	1.12	1.09	0.32	0.04		-1.16	-0.57
YNL082W	-0.6	0.19	0.84	0.21	-0.39	-1.04	-1.43	-1.64	-0.26	0.82	1.31	1.23	0.55	0.39	-0.2		
YOL090W	-0.43	-0.06	0.72	0.35	-0.02	-0.59	-0.48	-0.98	-0.54	0.21	1.16	1.06	0.45	0.44		-0.92	-0.36
YLR383W	-0.05	-0.18	1.34	0.81	0.56	-0.19	-0.12	-1.06	-0.74	0.18	0.62	0.69	-0.07	0.15		-0.89	-1.05
YKL113C	-0.98	0.07	1.44	1.14	0.47	-0.41	-0.83	-1.05	-0.56	0.66	0.76	1.02	0.5		-0.57	-0.94	-0.71
YLR234W	-0.16	-0.54	1.09	0.51	-0.12	-0.41	-0.36	-0.52	-0.23	0.52	0.24	0.47	0.34	-0.16	-0.14	0	-0.52
YPL153C	-0.54	0.49	1.87	0.86	-0.02	-0.27	-1.5	-1.54	-1.09	0.24	0.91	0.9	0.3	-0.12	-0.48		
YDL101C	-0.72	-0.26	0.59	0.33	0.01	0.02	0	-0.11	-0.28	-0.14	0.55	0.25	0.18		-0.01	0.08	-0.49
YHR038W	0.42	0.2	-0.17	-0.57	-0.35	-0.5	-0.17	-0.17	0.26	0.44	0.52	0.27	-0.22	0.07		0.04	-0.07
YML021C	-0.41	0.11	0.71	0.72	-0.03	-0.21	-0.38	-0.29	-0.62	0.16	0.73	0.56	0.2		-0.1	-0.52	-0.62
YML061C	0.11	0.18	1.02	0.61	0.16	0.13	-0.21	-0.22	-0.71	-0.03	0.53	0.12	-0.06		-0.01	-0.79	-0.83
YMR179W	-0.67	0.4	1.44	0.24	-1.26	0.03	-0.24	-0.77	-0.73	0.88	1.62	0.7	-0.01		-0.28	-0.85	-0.5
YML027W		0.83	1.54	0.39	-0.27	0.09	-0.51	-1.06	-1.5	0.76	1.35	0.6	0.04		-0.32	-0.93	-1.02
YPL127C	-1.55	-1.15	0.86	0.88	0.9	0.66	-0.09	-0.46	-1.09	-0.44	0.21	0.77	0.43		0.27	0.36	-0.57
YGL089C	-1.45	0.43	0.04	-0.76	-1.66	-0.88	-1.7	-1.39	-0.32	1.13	1.25	1.11		0.71	0.92	1.07	1.51
YPL187W	0.4	0.56	0.88	-0.01	-1.05	-0.7	-1.17	-0.25	0.33		-2.19	0.42	0.26	0.38	0.29	0.81	1.05
YDL227C		-0.99	1.71	0.42	-1.64	-0.71	-0.87	-1.24	-1.55	1.05	2.16	1.75	0.85	0.76	-0.2	-0.99	-0.52
YNL173C	1.22	0.09	-1.93	-1.16	-0.3	-0.47	-0.76	-1.09	0.1	0.7	1.12	1	0.42	0.13	0	0.28	0.64
YLL021W	-0.95	-0.38	0.67	0.45	0.66	0.39	0.23	-0.46	-0.5	-0.15	0.28	0.17	0.36		0.05	-0.28	-0.54
YLR382C	0.51	0.35	0.84	-0.14	-0.22	-0.07	-0.14	-0.61	-0.59	-0.08	0.63	0.5	0.36	-1.2		-0.01	-0.11
YJL196C	0.05	0.05	0.86	0.46	-0.6	-0.62	-0.92	-0.86	-0.35	0.31	0.65	0.19	0.16	0.12		0.22	0.27
YJR148W	0.09	0.03	0.39	-0.2	-0.63	-1.09	-0.97	-0.53	0.11	0.88	0.34	0.52		0.11	0.12	0.25	0.59
YOR317W	0.38	-0.72	-0.85	-0.53	-0.71	-0.61	-0.62	-0.2	0.35	0.63	0.79	0.59	0.41		0.29	0.3	0.49
YKL165C	0.24	0.37	0.65	0.51	-0.03	-0.46	-0.55	-1.04	-0.56	-0.03	0.44	0.47	0.3	0.04		-0.2	-0.15
YLL002W	-1.07	-0.45	1.03	0.48	-0.11	-0.27	-1.29	-0.44	-0.1	0.69	0.79	0.92	0.24	-0.22	-0.19		
YPL124W	-0.88	-1.15	1.09	0.4	0.44	0.45	-0.2	-0.72	-0.71	0.27	0.87	0.86	0.46		-0.21	-0.74	-0.25
YKL101W	-1.5	-0.87	0.8	0.66	0.51	0.03	-0.12	-0.85	-0.72	0.29	0.89	1.09		0.21	0.11	-0.33	-0.21
YLR457C	0.33	0.38	1.06	0.08	-0.63	-0.18	-0.01	-0.46	-0.16	-0.13	0.56	0.47	0.08	-0.9		-0.36	-0.11
YDR297W	-1.31	-0.27	0.4	0.78	0.67	0.41	0.07	0	-0.11	-0.59	0.35	0.26		0.08	-0.22	-0.3	-0.21
YBR070C	-0.22	0.69	1.86	1.05	-0.04	-0.28	-0.86	-1.25	-0.58	0.44	0.39	0.53	0.15	-0.34		-0.84	-0.69
YLR233C	-0.06	-0.11	1.07	0.34	-0.19	0.02	-0.31	-0.16	-0.28	0.07	0.57	0.16	-0.01		-0.13	-0.62	-0.35
YBR073W	-0.23	-0.05	0.86	0.19	0.57	-0.3	-0.08	-0.42	-0.48	0.33	0.53	0.54		-0.21	-0.32	-0.49	-0.44
YGL200C	-0.39	-0.16	0.47	0.11	0.11	-0.16	-0.46	-0.51	-0.34	0.32	0.24	0.36	0.18		0.02	0.26	-0.03
YHR153C	-1.3	-0.2	1.65	0.78	-0.78	-0.2	-0.65	-1.52	-0.86	0.54	1.55	1.74	0.73	0.06	-0.11	-0.86	-0.58
YNL272C	-0.47	-0.57	0.44	0.28	-0.12	-0.22	-0.09	-0.48	0.04	0.06	0.59	0.35	0.44		0.07	-0.22	-0.11
YOR316C	0.05	-0.48	-0.35	-0.35	-0.32	-0.14	-0.09	-0.17	-0.01	0.68	0.39	0.44	-0.24		0.16	0.18	0.26
YKR077W		0.68	0.73	-0.46	-0.66	-0.16	-1.03	-1.25	-0.69	1.44	1.48	0.62	0.07	0.06		-0.69	-0.16
YDL105W	0.23	-0.15	0.85	0.16	0.26	-0.34	-0.4	-0.47	-0.68	0.91	0.7	0.68	-0.04	-0.29	-0.5	-0.8	-0.11
YPL267W		0.82	1.94	0.88	-0.81	-0.3	-0.95	-1.77	-1.2	0.68	1.37	0.91	0.33	-0.06		-1.35	-0.49
YDL156W	-0.03	-0.37	1.27	0.42	-0.26	-0.67	-1.01	-0.55	-0.13	0.7	0.82	0.7	0.22	0.01	-0.45	-0.42	-0.26
YOL017W	-0.09	-0.45	1.26	0.31	-0.3	-0.11	-0.51	-0.82	-0.62	0.56	1.16	0.74	0.47	-0.07	-0.42	-0.82	-0.3
YBR071W	-0.27	0.6	1.1	-0.22	-0.07	-0.34	-0.75	-1.33	-0.64	1.17	1.1	0.52	-0.12		-0.43	-0.42	0.09
YLL022C	-0.34	-0.25	1.1	0.77	0.24	-0.5	-0.34	-0.38	-0.7	0.39	0.53	0.34	0.15	0.03		-0.49	-0.55
YLR236C	0.15	0.02	1.26	0.9	-0.02	-0.41	-0.59	-0.86	-0.7	0.72	0.58	0.23	0.23	-0.2	-0.06	-0.43	-0.83
YCL022C	-0.09	-0.42	1.24	0.46	-0.34	-0.48	-0.5	-1.03	-0.62	1.32	1.55	1.3	0.48	-0.3	-0.59	-1.68	-0.3
YCL024W	-0.39	0.25	1.31	0.34	-0.39	-0.29	-0.39	-0.67	-0.51	0.38	1.35	1.12	0.89	-0.86	-0.48	-1.07	-0.58
YLR121C	0.05	0.19	1.15	0.69	0.13	0.23	0.04	-0.65	-1.25	-0.06	0.83	0.59	-0.36	-0.22		-0.61	-0.75
YHR154W	-0.89	-0.2	1.26	0.42	-0.16	0.01	-0.54	-1.16	-0.68	-0.18	0.78	0.94	0.51	0.09	-0.2		
YHR110W	0.18	-0.05	0.71	0.74	-0.47	-0.23	-0.87	-1.38	-0.34	0.47	0.95	0.8	0.08	0.17		-0.37	-0.38
YDL010W	-0.19	-0.75	0.87	0.59	0.26	-0.36	-0.45	-0.55	-0.34	0.35	0.55	0.63	0.4	-0.12		-0.54	-0.34
YPR174C	0.12	0.55	1.55	0.6	-0.84	-0.43	-0.79	-0.39	-0.53	-0.35	0.54	0.61	0.2	-0.42	-0.43		
YJL181W	-0.81	0.09	0.92	0.27	-0.16	-0.05	-0.61	-0.73	-0.53	0.4	1.17	0.58	-0.01	0.27		-0.58	-0.24
YLR183C	-1.73	-0.35	1.66	1.19	0.28	-0.31	-0.61	-1.65	-1.35	0.12	1.4	0.96	0.66	0.18	-0.46		
YOL007C	-0.59	0.75	1.64	1.32	0.3	-0.16	-0.67	-1.28	-1.39	-0.11	0.95	0.9	0.47	-0.08		-0.96	-1.08
YIL026C	-0.14	0.22	1.36	0.63	0.3	0.32	-0.52	-0.99	-0.97	0.1	0.67	0.63	0.29	0.02		-1.17	-0.76
YJR043C	-0.54	0.08	0.89	0.74	0.3	0.3	0.22	0.05	-0.22	-1.15	0.11	0.26	0.23	-0.05		-0.83	-0.39
YKL108W	0.19	0.91	1.96	1.01	-0.65	-0.05	-0.49	-0.87	-0.21	-1.09	0.2	1	0.62	0.05	-0.93	-0.95	-0.68
YLR326W	0.16	-0.64	0.9	0.84	0.49	0.21	-0.6		-0.87	-0.56	0.58	0.43	0.03	0.07	-1.03		
YLR381W	-0.1	0.14	1.05	0.5	0.14	0.34	0.13	-0.62	-0.72	-0.37	0.72	0.48	0.18	-0.82	-0.26	-0.35	-0.45
YNL273W	-0.65	0.22	1.21	0.2	-0.28	-0.33	-0.58	-0.78	-0.21	0.74	0.82	0.9	0.21	-0.28		-0.45	-0.73
YPL014W	0.3	-0.84	0.58	-0.14	-0.58	-0.26	-0.7	-0.95	-0.12	0.54	1.17	0.55	0.73	-0.03	-0.14	-0.33	0.25
YJL018W	-0.01	-0.33	0.99	0.47	0.09	-0.05	-0.23	-0.85	-0.29	-0.13	0.43	0.4	0.46	0.13	-0.6	-0.25	-0.23
YBR089W	-0.76	0	1.24	0.79	0.2	-0.49	-0.67	-0.94	-1	0.78	1.06	1.02	0.55	-0.11		-1.13	-0.54
YLR349W	-1.17	-0.73	0.1	0.27	-0.03	-0.28	-0.17	0.13	0.22	0.45	1.1	0.46	0.25	0.03		-0.33	-0.32
YCL061C	-0.46	-0.67	0.75	0.68	0.26	-0.26	-0.3	-0.32	-0.2	0.01	0.98	1.03	0.74	-0.32	-0.69	-1.16	-0.08
YDR309C	-0.87	0.84	0.03	-0.32	-0.44	-0.16	-0.54	-0.65	-0.32	0.45	1.13	0.64	-0.12	0.36		-0.07	0.04
YKR013W	-0.11	0.26	1.63	1.44	0.25	-0.06	-0.78	-0.83	-1.63	0.07	0.94		0.13	0.4	-0.11	-0.7	-0.9
YJL078C	-0.2	0.09	-0.49	-0.16	-0.18	-0.03	-0.51	-0.65	-0.31	0.68	1.11	0.79	0.78	-0.03	-0.34	-0.4	-0.14
YKL161C	-0.63	-1.59	-1.08	-0.49	-0.5	-0.18	0.21	-0.17	0.07	0.89	1.36	1.04	0.89	0.21	-0.06		
YDL018C	-0.27	0.43	1.29	0.78	-0.64	-0.37	-0.81	-1.18	-0.72	0.41	0.74	0.57	0.47	0.02		-0.36	-0.37
